Avis,Avis_clean,Langue,platform,brand,Titre de l'avis,Date,Date_str
"Le Petit Cler was the first meal of our vacation in Paris. Our AirBNB host recommended the cute cafe. Delicious, the trip was off to a great start! We went early on a Saturday morning and were able to grab a table in the enclosed ""outside"" area. The heat lamps made it very comfortable on the cold rainy morning. I ordered the popular Croque Madame. The dish is crispy bread toasted with ham and cheese topped with a fried egg. YUM!! It's one of those things you almost want to order another when you finish eating it. We liked it so much, we came back on the last morning of our trip and ordered it again. Definitely try this dish if you dine here. My fiancé ordered the Saturday special of duck confit. Mashed potatoes with tasty morsels of duck mixed in, what's not to love? Service was attentive. They were quick to refill our water container and bring all of the food out. Get the croque madame! You'll love it.","Le Petit Cler was the first meal of our vacation in Paris. Our AirBNB host recommended the cute cafe. Delicious, the trip was off to a great start! We went early on a Saturday morning and were able to grab a table in the enclosed ""outside"" area. The heat lamps made it very comfortable on the cold rainy morning. I ordered the popular Croque Madame. The dish is crispy bread toasted with ham and cheese topped with a fried egg. YUM!! It's one of those things you almost want to order another when you finish eating it. We liked it so much, we came back on the last morning of our trip and ordered it again. Definitely try this dish if you dine here. My fiancé ordered the Saturday special of duck confit. Mashed potatoes with tasty morsels of duck mixed in, what's not to love? Service was attentive. They were quick to refill our water container and bring all of the food out. Get the croque madame! You'll love it.",en,Yelp,Le Petit Cler,,,
"Excellent service! Great food. The steak was delicious and tender, the pear tart was yummy. They give you chocolate with coffee or tea. The mustard has horseradish. Pretty good!!!! Will return.","Excellent service! Great food. The steak was delicious and tender, the pear tart was yummy. They give you chocolate with coffee or tea. The mustard has horseradish. Pretty good!!!! Will return.",en,Yelp,Le Petit Cler,,,
"Great place to have a glass of wine and people watch. My husband and I each had the steak with salad and potatoes. If you want a baked potato, you have to ask or they will automatically give you the house fried (still great). Service was a bit slow as the restaurant was completely packed. An affordable dinner on Rue Cler. I highly recommend making a reservation!","Great place to have a glass of wine and people watch. My husband and I each had the steak with salad and potatoes. If you want a baked potato, you have to ask or they will automatically give you the house fried (still great). Service was a bit slow as the restaurant was completely packed. An affordable dinner on Rue Cler. I highly recommend making a reservation!",en,Yelp,Le Petit Cler,,,
So delish! Love this cafe it's a go to for us whenever we're in Paris. It's a tight fit so there's sometimes a wait but it's worth it,So delish! Love this cafe it's a go to for us whenever we're in Paris. It's a tight fit so there's sometimes a wait but it's worth it,en,Yelp,Le Petit Cler,,,
"The best croque monsieur I've had during my four days in Paris, specifically checking out the toasties. They have the perfect balance of bread, meat and cheese. The cheese is perfectly melted and crisped. We were served by an East Indian who spoke very fluent English. He was attentive and helpful. He checked on us several times. Service was good and timing was also good. We didn't have to wait long.","The best croque monsieur I've had during my four days in Paris, specifically checking out the toasties. They have the perfect balance of bread, meat and cheese. The cheese is perfectly melted and crisped. We were served by an East Indian who spoke very fluent English. He was attentive and helpful. He checked on us several times. Service was good and timing was also good. We didn't have to wait long.",en,Yelp,Le Petit Cler,,,
"Decided to take a 20 minute morning walk from my hotel to the Hotel National des Invalides and... got hungry. I remember seeing some pretty good reviews on this place and was lucky enough to see it on my way. Ordered their complete breakfast and their complete omelette. As always, the breakfast comes with tons of things, but what made it stand out was their fresh squeezed grapefruit juice. DELICIOUS! Take the time to review their entire menu - that's how we found the omelette. Decided to try it, and WOW. The service is above average. Would recommend.","Decided to take a 20 minute morning walk from my hotel to the Hotel National des Invalides and... got hungry. I remember seeing some pretty good reviews on this place and was lucky enough to see it on my way. Ordered their complete breakfast and their complete omelette. As always, the breakfast comes with tons of things, but what made it stand out was their fresh squeezed grapefruit juice. DELICIOUS! Take the time to review their entire menu - that's how we found the omelette. Decided to try it, and WOW. The service is above average. Would recommend.",en,Yelp,Le Petit Cler,,,
"Tried this place as it was next door to our hotel. There is outside seating as well as inside. We ordered the escargot 13 euros, foie gras 15 euros, pave de rumsteack 15 euros. The meal came with some water and a basket of bread. The meat dish was bland, the escargot was delicious, the bread was not warm, the foie gras was good. Funny to see the hole in the ground opening up from time to time with a trash bin or some furniture delivered from underground haha. The service was nice.","Tried this place as it was next door to our hotel. There is outside seating as well as inside. We ordered the escargot 13 euros, foie gras 15 euros, pave de rumsteack 15 euros. The meal came with some water and a basket of bread. The meat dish was bland, the escargot was delicious, the bread was not warm, the foie gras was good. Funny to see the hole in the ground opening up from time to time with a trash bin or some furniture delivered from underground haha. The service was nice.",en,Yelp,Le Petit Cler,,,
"Our first experience with escargot and we loved it. Walked here after we visited the Eiffel Tower. It was our first dinner in Paris and it was pretty good. Got there a little past 10pm for dinner and we were seated inside. It was yummy, service was good and I would recommend.","Our first experience with escargot and we loved it. Walked here after we visited the Eiffel Tower. It was our first dinner in Paris and it was pretty good. Got there a little past 10pm for dinner and we were seated inside. It was yummy, service was good and I would recommend.",en,Yelp,Le Petit Cler,,,
One of the best meals of our 2 week European vacation. Very moderately priced and excellent service. A nice selection of wines - we had the Morgon which was excellent. My wife had the marinated thinly sliced poultry and I had the Bourguignon beef stew with pasta. Both were very good.,One of the best meals of our 2 week European vacation. Very moderately priced and excellent service. A nice selection of wines - we had the Morgon which was excellent. My wife had the marinated thinly sliced poultry and I had the Bourguignon beef stew with pasta. Both were very good.,en,Yelp,Le Petit Cler,,,
"This was our first lunch in Paris off the plane. Searches Yelp: ""Croque Madam."" Results: Le Petit Cler = and I can confirm the results lead us to the right place and will not disappoint. To the biz owner - Yelp is literally sending you hundreds of people based off of this search, and yes we are walking cliches. The restaurant is super cute with a traditional Parisan patio out front, and even comes equipped with heaters. We split the Croque Madam because it was huge. It also came with a super simple and delish side salad. We also opted for two espressos, and to our surprise they came with little chocolates. Was this the best croque madam I've ever had in my life? No, but it will certainly satisfy your craving. If you're looking for a solid choice along the Rue Cler, this is your spot.","This was our first lunch in Paris off the plane. Searches Yelp: ""Croque Madam."" Results: Le Petit Cler = and I can confirm the results lead us to the right place and will not disappoint. To the biz owner - Yelp is literally sending you hundreds of people based off of this search, and yes we are walking cliches. The restaurant is super cute with a traditional Parisan patio out front, and even comes equipped with heaters. We split the Croque Madam because it was huge. It also came with a super simple and delish side salad. We also opted for two espressos, and to our surprise they came with little chocolates. Was this the best croque madam I've ever had in my life? No, but it will certainly satisfy your craving. If you're looking for a solid choice along the Rue Cler, this is your spot.",en,Yelp,Le Petit Cler,,,
"Really lovely spot for a bite and to people watch! We were greeted and sat quickly and given some time to decide on our meal, the waiter was attentive and answered all our questions regarding the menu and beverage selections. We ordered some delicious escargot and omelette, flavors were great and prices were reasonable. I recommend this restaurant!","Really lovely spot for a bite and to people watch! We were greeted and sat quickly and given some time to decide on our meal, the waiter was attentive and answered all our questions regarding the menu and beverage selections. We ordered some delicious escargot and omelette, flavors were great and prices were reasonable. I recommend this restaurant!",en,Yelp,Le Petit Cler,,,
"I bookmarked this cafe based on the Yelp reviews and because it was close to our hotel. Was worth the visit and actually one of the best places we ate in while in Paris. We went for a late ""breakfast"" one morning (during the week and not crowded at all - which was great for us) and were greeted by a very nice waiter who did his best to communicate with us in English. The cafe is adorable inside - traditional Parisian cafe. Food: Mom ordered the carrot soup, which was ""out of this world"" and the vegetarienne, which had all FRESH vegetables on it. My kid and I ordered the croque monsieur - his with no ham, mine with it, both which came with small side salad. It was amazing! The bread was so crisp and the cheese melted perfectly on top. I have had a couple of different versions of the croque monsieur this week, and this one was the best. Unfortunately, we didn't get to try anything else on the (somewhat limited) menu. WOULD I RECOMMEND: YES...for sure. BUT, as I mentioned, I didn't go at a busy time...so keep that in mind. P.S. nice area to walk around after/before eating.","I bookmarked this cafe based on the Yelp reviews and because it was close to our hotel. Was worth the visit and actually one of the best places we ate in while in Paris. We went for a late ""breakfast"" one morning (during the week and not crowded at all - which was great for us) and were greeted by a very nice waiter who did his best to communicate with us in English. The cafe is adorable inside - traditional Parisian cafe. Food: Mom ordered the carrot soup, which was ""out of this world"" and the vegetarienne, which had all FRESH vegetables on it. My kid and I ordered the croque monsieur - his with no ham, mine with it, both which came with small side salad. It was amazing! The bread was so crisp and the cheese melted perfectly on top. I have had a couple of different versions of the croque monsieur this week, and this one was the best. Unfortunately, we didn't get to try anything else on the (somewhat limited) menu. WOULD I RECOMMEND: YES...for sure. BUT, as I mentioned, I didn't go at a busy time...so keep that in mind. P.S. nice area to walk around after/before eating.",en,Yelp,Le Petit Cler,,,
This is a go to for me when in Paris. Consistently good food and friendly wait staff. Love the chicken.,This is a go to for me when in Paris. Consistently good food and friendly wait staff. Love the chicken.,en,Yelp,Le Petit Cler,,,
"Food 3/5, service 5/5, overall above average 3.5/5. The steak left a lot more to be desired; too bland and rough for my taste. Food didn't take particularly long to arrive. We sat in an outdoor glass enclosed patio. Went for lunch without a reservation. Casual little spot. Servers were nice, speaks English, and helped us take photos!","Food 3/5, service 5/5, overall above average 3.5/5. The steak left a lot more to be desired; too bland and rough for my taste. Food didn't take particularly long to arrive. We sat in an outdoor glass enclosed patio. Went for lunch without a reservation. Casual little spot. Servers were nice, speaks English, and helped us take photos!",en,Yelp,Le Petit Cler,,,
"The perfect, little Parisian Bistrot on one of the nicest streets in Paris. Excellent food, fair prices, great service and nice ambiance. Recommended.","The perfect, little Parisian Bistrot on one of the nicest streets in Paris. Excellent food, fair prices, great service and nice ambiance. Recommended.",en,Yelp,Le Petit Cler,,,
"Walked over after visiting the Eiffel Tower. We were starving and looking for a casual place to grab a bite to eat. We sat outside overlooking Rue Cler, it was cute. There were some locals sitting around us, and the only downside (which is not specific to this cafe but rather Paris as a whole) was the constant smell of cigarettes. For a small restaurant, the service was excellent. The waiter spoke English well and was super helpful. We ordered the steak tartare, escargot, eggs, and some coffee. The tartare was excellent and super refreshing on a hot day. It came with a little side salad and potatoes, which were very tasty. The snails were good, well cooked and with a yummy buttery/herby sauce. The eggs were just ok, had a little too much mayo for me and I love mayo, came with a little legume salad. Coffees were good and came with a cute little dark chocolate square. Get a glass of wine with your meal, can't beat the price and the pinot noir was good.","Walked over after visiting the Eiffel Tower. We were starving and looking for a casual place to grab a bite to eat. We sat outside overlooking Rue Cler, it was cute. There were some locals sitting around us, and the only downside (which is not specific to this cafe but rather Paris as a whole) was the constant smell of cigarettes. For a small restaurant, the service was excellent. The waiter spoke English well and was super helpful. We ordered the steak tartare, escargot, eggs, and some coffee. The tartare was excellent and super refreshing on a hot day. It came with a little side salad and potatoes, which were very tasty. The snails were good, well cooked and with a yummy buttery/herby sauce. The eggs were just ok, had a little too much mayo for me and I love mayo, came with a little legume salad. Coffees were good and came with a cute little dark chocolate square. Get a glass of wine with your meal, can't beat the price and the pinot noir was good.",en,Yelp,Le Petit Cler,,,
"I came here for one thing, and one thing only: Snails. Better known by you French folk as escargots. No word of mouth, I just picked a spot and help for the escargots, and voila. I must say, the outdoor seating here gives you a real taste of non-touristy Paris. Which is welcomed after going to the overly walked tourist attractions. Sit down, eat slow, and enjoy a taste of the parisean cafes. Back to the snails, truly tasty. I've had good escargot back in the states, but the water must be different because these were what all escargot should be. Succulent, sauce to die for, and the bread to sop it all up. Definitely worth trying if you've never had it before. Would eat any weird mollusc from here/10","I came here for one thing, and one thing only: Snails. Better known by you French folk as escargots. No word of mouth, I just picked a spot and help for the escargots, and voila. I must say, the outdoor seating here gives you a real taste of non-touristy Paris. Which is welcomed after going to the overly walked tourist attractions. Sit down, eat slow, and enjoy a taste of the parisean cafes. Back to the snails, truly tasty. I've had good escargot back in the states, but the water must be different because these were what all escargot should be. Succulent, sauce to die for, and the bread to sop it all up. Definitely worth trying if you've never had it before. Would eat any weird mollusc from here/10",en,Yelp,Le Petit Cler,,,
I had such a wonderful lunch here today I checked into my hotel to find out that it was in the middle of the time where all the restaurants close down And I happened to be walking past one of the best I loved their menu they had everything I was craving and my bill came to like €30 it was perfect I ordered the duck fat And apricot juice which I thought would be a higher brand or class that does the apricot nectar Allaine When I got some ghetto juice that I didn't even finish The big cat was just OK they really are stingy on the ice but when I asked for ice they literally brought me a bucket I only like Paris for the food it really couldn't care less about anything else it's not one of my favorite cities but I had to come Do not skip dessert here I ordered the vanilla custard and it was absolutely sensational,I had such a wonderful lunch here today I checked into my hotel to find out that it was in the middle of the time where all the restaurants close down And I happened to be walking past one of the best I loved their menu they had everything I was craving and my bill came to like €30 it was perfect I ordered the duck fat And apricot juice which I thought would be a higher brand or class that does the apricot nectar Allaine When I got some ghetto juice that I didn't even finish The big cat was just OK they really are stingy on the ice but when I asked for ice they literally brought me a bucket I only like Paris for the food it really couldn't care less about anything else it's not one of my favorite cities but I had to come Do not skip dessert here I ordered the vanilla custard and it was absolutely sensational,en,Yelp,Le Petit Cler,,,
Loved the outdoor seating! The escargot was amazing as well as the baked potato with this white sauce. I loved the food here and our waiter was so nice! This was a great restaurant to end my Paris trip!,Loved the outdoor seating! The escargot was amazing as well as the baked potato with this white sauce. I loved the food here and our waiter was so nice! This was a great restaurant to end my Paris trip!,en,Yelp,Le Petit Cler,,,
"I read online that this place has the best croque monsieur (a decadent traditional French ham and cheese sandwich) in Paris, and online was right. Wow. What a delicious meal. I was starving at 10 PM last night, and was just desperately googling where to go to dinner in Paris. I walked into the PACKED restaurant, expecting to have to wait at least 40 minutes, but the maître d' sat me right away! I had tapwater for free - a rarity in Europe! And then I got the sandwich and a side salad (side salad free! Yay!). The sandwich was perfectly savory and rich. Not too much cheese, not too much ham, not too much bread (trust me, most places mess this up ALL the time somehow). I felt like a very valuable customer here and I would most certainly return. Cool floors if you're into that Instagram type content when you go out to eat. I saw a lot of people eating ice cream there too, so it was probably really good! I'd have to go back and see, haha! They even have free wifi and don't get mad if you linger a little longer just to search the web. I give this restaurant 5 fabulous stars because it is yummy, quick, convenient, lives up to its reputation, and treats its clients with respect. The service is amazing. The waiter kept coming back and asking if I needed anything else-- no, thank you, this sandwich is DELICIOUS, sir!","I read online that this place has the best croque monsieur (a decadent traditional French ham and cheese sandwich) in Paris, and online was right. Wow. What a delicious meal. I was starving at 10 PM last night, and was just desperately googling where to go to dinner in Paris. I walked into the PACKED restaurant, expecting to have to wait at least 40 minutes, but the maître d' sat me right away! I had tapwater for free - a rarity in Europe! And then I got the sandwich and a side salad (side salad free! Yay!). The sandwich was perfectly savory and rich. Not too much cheese, not too much ham, not too much bread (trust me, most places mess this up ALL the time somehow). I felt like a very valuable customer here and I would most certainly return. Cool floors if you're into that Instagram type content when you go out to eat. I saw a lot of people eating ice cream there too, so it was probably really good! I'd have to go back and see, haha! They even have free wifi and don't get mad if you linger a little longer just to search the web. I give this restaurant 5 fabulous stars because it is yummy, quick, convenient, lives up to its reputation, and treats its clients with respect. The service is amazing. The waiter kept coming back and asking if I needed anything else-- no, thank you, this sandwich is DELICIOUS, sir!",en,Yelp,Le Petit Cler,,,
"Great attentive service. Everyone here on the staff spoke French and English I asked the server what they were known for/what's their customers' favorite dish. He pointed me to a grilled chicken with a sort of sweet glaze severed alongside a sweet baked potato and arugula salad. It was fresh simple and delicious. The baked potato NEEDED NOTHING, no salt, no butter, no seasoning , no sour cream and was one of the best baked potatoes I've had in my life. The shop is along a closed off street across from a fresh fruit stand which adds to local flavor and gives you more of a small town feel even in the heart of Paris. Price: I paid about 19 euros for my meal, water, earl grey tea and lemon cake. Which seemed more than fair. Crowd: Perfect for groups of 2-4. Larger parties may have issues being accommodated in the smaller more cozy layout. Highly recommend for food or even a few glasses of chilled champagne sitting out on the sidewalk. Le Petit Cler gets my vote.","Great attentive service. Everyone here on the staff spoke French and English I asked the server what they were known for/what's their customers' favorite dish. He pointed me to a grilled chicken with a sort of sweet glaze severed alongside a sweet baked potato and arugula salad. It was fresh simple and delicious. The baked potato NEEDED NOTHING, no salt, no butter, no seasoning , no sour cream and was one of the best baked potatoes I've had in my life. The shop is along a closed off street across from a fresh fruit stand which adds to local flavor and gives you more of a small town feel even in the heart of Paris. Price: I paid about 19 euros for my meal, water, earl grey tea and lemon cake. Which seemed more than fair. Crowd: Perfect for groups of 2-4. Larger parties may have issues being accommodated in the smaller more cozy layout. Highly recommend for food or even a few glasses of chilled champagne sitting out on the sidewalk. Le Petit Cler gets my vote.",en,Yelp,Le Petit Cler,,,
Wow!! The little restaurant was amazing. I found it off of a blog months back after deciding to vacation in Paris for a few days. On our first night in Paris I wanted to try something easy and delicious and this was within 10 minute walk of our hotel. This was hands down the best beef bourguignon I have ever had. The French bread was delicious and the service was friendly. I don't speak any French and had no problem and the staff was warm and inviting but didn't  hover. The price was reasonable. Two main dishes and one glass of wine was about 30 euro.,Wow!! The little restaurant was amazing. I found it off of a blog months back after deciding to vacation in Paris for a few days. On our first night in Paris I wanted to try something easy and delicious and this was within 10 minute walk of our hotel. This was hands down the best beef bourguignon I have ever had. The French bread was delicious and the service was friendly. I don't speak any French and had no problem and the staff was warm and inviting but didn't hover. The price was reasonable. Two main dishes and one glass of wine was about 30 euro.,en,Yelp,Le Petit Cler,,,
"The food was phenomenal. The staff was great. Wondering why four stars? Well, maybe it's me being an American, but the tables are so cramped together that you're just up in everyone's business and vice versa - I hate this. You literally can't move, and that just brings down any dining experience in my book. If you can get past this, stop by, really. They're friendly, fast, and the food is great. We had escargot, and an incredible Croque Madam (ham, cheese, and an egg) as starters. We split a flank steak and potatoes for the main dish, also very nice. Steak was a bit underdone, more rare than the medium rare we asked for, but great nonetheless.","The food was phenomenal. The staff was great. Wondering why four stars? Well, maybe it's me being an American, but the tables are so cramped together that you're just up in everyone's business and vice versa - I hate this. You literally can't move, and that just brings down any dining experience in my book. If you can get past this, stop by, really. They're friendly, fast, and the food is great. We had escargot, and an incredible Croque Madam (ham, cheese, and an egg) as starters. We split a flank steak and potatoes for the main dish, also very nice. Steak was a bit underdone, more rare than the medium rare we asked for, but great nonetheless.",en,Yelp,Le Petit Cler,,,
